Juventus,34,21,9,4,64,29,+35,72
Inter,34,19,8,7,64,38,+26,65
Milan,34,18,7,9,55,30,+25,61
Lazio,34,15,15,4,57,32,+25,60
Parma,34,15,11,8,55,36,+19,56
Udinese,34,16,8,10,38,35,+3,56
Chievo,34,16,7,11,51,39,+12,55
Roma,34,13,10,11,55,46,+9,49
Brescia,34,9,15,10,36,38,-2,42
Perugia,34,10,12,12,40,48,-8,42
Bologna,34,10,11,13,39,47,-8,41
Empoli,34,9,11,14,36,46,-10,38
Atalanta,34,8,14,12,35,47,-12,38
Reggina,34,10,8,16,38,53,-15,38
Modena,34,9,11,14,30,48,-18,38
Piacenza,34,8,6,20,44,62,-18,30
Como,34,4,12,18,29,57,-28,24
Torino,34,4,9,21,23,58,-35,21
