Juventus,38,26,8,4,67,27,+40,86
Milan,38,23,10,5,63,28,+35,79
Inter,38,18,18,2,65,37,+28,72
Udinese,38,17,11,10,56,40,+16,62
Sampdoria,38,17,10,11,42,29,+13,61
Palermo,38,12,17,9,48,44,+4,53
Messina,38,12,12,14,44,52,-8,48
Roma,38,11,12,15,55,58,-3,45
Livorno,38,11,12,15,49,60,-11,45
Lazio,38,11,11,16,48,53,-5,44
Lecce,38,10,14,14,66,73,-7,44
Cagliari,38,10,14,14,51,60,-9,44
Reggina,38,10,14,14,36,45,-9,44
Siena,38,9,16,13,44,55,-11,43
Chievo,38,11,10,17,32,49,-17,43
Bologna,38,9,15,14,33,36,-3,42
Fiorentina,38,9,15,14,42,50,-8,42
Parma,38,10,12,16,48,65,-17,42
Brescia,38,11,8,19,37,54,-17,41
Atalanta,38,8,11,19,34,45,-11,35
