Bordeaux,34,22,6,6,66,29,+37,72
Marsilya,34,21,8,5,56,28,+28,71
Lyon,34,18,9,7,51,31,+20,63
Monaco,34,18,8,8,52,32,+20,62
Rennes,34,17,8,9,45,38,+7,59
Lens,34,14,7,13,46,43,+3,49
Nantes,34,12,12,10,40,34,+6,48
Montpellier,34,11,10,13,53,50,+3,43
Paris SG,34,10,9,15,34,35,-1,39
Metz,34,9,12,13,28,37,-9,39
Nancy,34,10,9,15,35,45,-10,39
RC Strasbourg,34,8,14,12,30,36,-6,38
Bastia,34,10,8,16,37,46,-9,38
Auxerre,34,9,10,15,40,45,-5,37
Le Havre,34,8,11,15,23,38,-15,35
Lorient,34,8,11,15,33,49,-16,35
Sochaux,34,6,15,13,30,54,-24,33
Toulouse,34,6,11,17,24,53,-29,29
