Nantes,34,21,5,8,58,36,+22,68
Lyon,34,17,13,4,57,30,+27,64
Lille,34,16,11,7,43,27,+16,59
Bordeaux,34,15,12,7,48,33,+15,57
Sedan,34,14,10,10,47,40,+7,52
Rennes,34,14,6,14,46,39,+7,48
Troyes,34,11,13,10,45,47,-2,46
Bastia,34,13,6,15,45,41,+4,45
Paris SG,34,12,8,14,44,45,-1,44
Guingamp,34,11,11,12,40,48,-8,44
Monaco,34,12,7,15,53,50,+3,43
Metz,34,11,10,13,37,44,-7,43
Auxerre,34,11,8,15,31,41,-10,41
Lens,34,9,13,12,37,39,-2,40
Marsilya,34,11,7,16,31,40,-9,40
Saint-Etienne,34,9,10,15,43,56,-13,37
Toulouse,34,8,10,16,34,50,-16,34
RC Strasbourg,34,7,8,19,28,61,-33,29
