Lyon,34,20,6,8,62,32,+30,66
Lens,34,18,10,6,55,30,+25,64
Auxerre,34,16,11,7,48,38,+10,59
Paris SG,34,15,13,6,43,24,+19,58
Lille,34,15,11,8,39,32,+7,56
Bordeaux,34,14,8,12,34,31,+3,50
Troyes,34,13,8,13,40,35,+5,47
Sochaux,34,12,10,12,41,40,+1,46
Marsilya,34,11,11,12,34,39,-5,44
Nantes,34,12,7,15,35,41,-6,43
Bastia,34,12,5,17,38,44,-6,41
Rennes,34,11,8,15,40,51,-11,41
Montpellier,34,9,13,12,28,31,-3,40
Sedan,34,8,15,11,35,39,-4,39
Monaco,34,9,12,13,36,41,-5,39
Guingamp,34,9,8,17,34,57,-23,35
Metz,34,9,6,19,31,47,-16,33
Lorient,34,7,10,17,43,64,-21,31
