Bordeaux,38,24,8,6,64,34,+30,80
Marsilya,38,22,11,5,67,35,+32,77
Lyon,38,20,11,7,52,29,+23,71
Toulouse,38,16,16,6,45,27,+18,64
Lille,38,17,13,8,51,39,+12,64
Paris SG,38,19,7,12,49,38,+11,64
Rennes,38,15,16,7,42,34,+8,61
Auxerre,38,16,7,15,35,35,0,55
Nice,38,13,11,14,40,41,-1,50
Lorient,38,10,15,13,47,47,0,45
Monaco,38,11,12,15,41,45,-4,45
Valenciennes,38,10,14,14,35,42,-7,44
Grenoble,38,10,14,14,24,37,-13,44
Sochaux,38,10,12,16,40,48,-8,42
Nancy,38,10,12,16,38,47,-9,42
Le Mans,38,10,10,18,43,54,-11,40
Saint-Etienne,38,11,7,20,40,56,-16,40
Caen,38,8,13,17,42,49,-7,37
Nantes,38,9,10,19,33,54,-21,37
Le Havre,38,7,5,26,30,67,-37,26
