Twente,34,27,5,2,63,23,+40,86
Ajax,34,27,4,3,106,20,+86,85
PSV Eindhoven,34,23,9,2,72,29,+43,78
Feyenoord,34,17,12,5,54,31,+23,63
AZ Alkmaar,34,19,5,10,64,34,+30,62
Heracles,34,17,5,12,54,49,+5,56
Utrecht,34,14,11,9,39,33,+6,53
Groningen,34,14,7,13,48,47,+1,49
Roda,34,14,5,15,56,60,-4,47
NAC Breda,34,12,10,12,42,49,-7,46
Heerenveen,34,11,4,19,44,64,-20,37
VVV Venlo,34,8,11,15,43,57,-14,35
NEC Nijmegen,34,8,9,17,35,59,-24,33
Vitesse,34,8,8,18,38,62,-24,32
Den Haag,34,7,9,18,38,59,-21,30
Sp. Rotterdam,34,6,8,20,30,66,-36,26
Willem II,34,7,2,25,36,70,-34,23
RKC Waalwijk,34,5,0,29,30,80,-50,15
