PSV Eindhoven,34,23,6,5,75,25,+50,75
Ajax,34,23,6,5,84,35,+49,75
AZ Alkmaar,34,21,9,4,83,31,+52,72
Twente,34,19,9,6,67,37,+30,66
Heerenveen,34,16,7,11,60,43,+17,55
Roda,34,15,9,10,47,36,+11,54
Feyenoord,34,15,8,11,56,66,-10,53
Groningen,34,15,6,13,54,54,0,51
Utrecht,34,13,9,12,41,44,-3,48
NEC Nijmegen,34,12,8,14,36,44,-8,44
NAC Breda,34,12,7,15,43,54,-11,43
Vitesse,34,10,8,16,50,55,-5,38
Sp. Rotterdam,34,10,7,17,40,66,-26,37
Heracles,34,7,11,16,32,64,-32,32
Willem II,34,8,7,19,31,64,-33,31
Excelsior,34,8,6,20,43,65,-22,30
RKC Waalwijk,34,6,9,19,33,60,-27,27
Den Haag,34,3,8,23,40,72,-32,17
