Ajax,34,22,7,5,72,30,+42,73
Twente,34,21,8,5,65,34,+31,71
PSV Eindhoven,34,20,9,5,79,34,+45,69
AZ Alkmaar,34,17,8,9,55,44,+11,59
Groningen,34,17,6,11,65,52,+13,57
Roda,34,14,13,7,65,50,+15,55
Den Haag,34,16,6,12,63,55,+8,54
Heracles,34,14,7,13,65,56,+9,49
Utrecht,34,13,8,13,55,51,+4,47
Feyenoord,34,12,8,14,53,54,-1,44
NEC Nijmegen,34,10,13,11,57,56,+1,43
Heerenveen,34,10,11,13,60,54,+6,41
NAC Breda,34,12,5,17,44,60,-16,40
De Graafschap,34,9,11,14,31,56,-25,38
Vitesse,34,9,8,17,42,61,-19,35
Excelsior,34,10,5,19,45,66,-21,35
VVV Venlo,34,6,3,25,34,76,-42,21
Willem II,34,3,6,25,37,98,-61,15
