PSV Eindhoven,34,25,8,1,73,23,+50,83
Feyenoord,34,21,3,10,67,37,+30,66
Ajax,34,18,7,9,85,43,+42,61
Roda,34,17,8,9,59,41,+18,59
Utrecht,34,17,8,9,58,43,+15,59
Vitesse,34,16,11,7,56,43,+13,59
RKC Waalwijk,34,16,11,7,48,36,+12,59
Willem II,34,14,9,11,60,50,+10,51
NAC Breda,34,13,10,11,41,40,+1,49
Heerenveen,34,11,14,9,51,42,+9,47
Twente,34,10,11,13,47,60,-13,41
NEC Nijmegen,34,9,13,12,42,53,-11,40
AZ Alkmaar,34,9,8,17,45,63,-18,35
Groningen,34,8,9,17,36,56,-20,33
De Graafschap,34,9,4,21,44,66,-22,31
F. Sittard,34,8,7,19,31,64,-33,31
Sp. Rotterdam,34,6,7,21,42,72,-30,25
RBC,34,4,2,28,37,90,-53,14
