PSV Eindhoven,34,27,3,4,105,24,+81,84
Heerenveen,34,21,5,8,65,36,+29,68
Feyenoord,34,18,10,6,66,42,+24,64
Vitesse,34,18,9,7,67,43,+24,63
Ajax,34,18,7,9,72,51,+21,61
Twente,34,16,12,6,57,37,+20,60
AZ Alkmaar,34,17,4,13,69,59,+10,55
Roda,34,16,7,11,62,53,+9,55
Willem II,34,13,9,12,55,65,-10,48
Utrecht,34,14,4,16,55,61,-6,46
RKC Waalwijk,34,12,6,16,44,67,-23,42
F. Sittard,34,10,8,16,47,54,-7,38
Sp. Rotterdam,34,11,4,19,48,75,-27,37
De Graafschap,34,8,9,17,41,60,-19,33
NEC Nijmegen,34,7,6,21,35,62,-27,27
MVV Maastricht,34,6,7,21,38,68,-30,25
Cambuur,34,6,7,21,35,66,-31,25
Den Bosch,34,4,11,19,36,74,-38,23
