Barcelona,38,23,5,10,78,56,+22,74
Ath. Bilbao,38,17,14,7,52,42,+10,65
Real Sociedad,38,16,15,7,60,37,+23,63
Real Madrid,38,17,12,9,63,45,+18,63
Atl. Madrid,38,16,12,10,79,56,+23,60
Mallorca,38,16,12,10,55,39,+16,60
Celta Vigo,38,17,9,12,54,47,+7,60
Real Betis,38,17,8,13,49,50,-1,59
Valencia,38,16,7,15,58,52,+6,55
Espanyol,38,12,17,9,44,31,+13,53
Valladolid,38,13,11,14,36,47,-11,50
Deportivo,38,12,13,13,44,46,-2,49
Zaragoza,38,12,12,14,45,53,-8,48
Salamanca,38,12,9,17,46,46,0,45
R. Santander,38,12,9,17,46,55,-9,45
Tenerife,38,11,12,15,44,57,-13,45
Compostela,38,11,11,16,56,66,-10,44
Real Oviedo,38,9,13,16,36,51,-15,40
Merida UD,38,9,12,17,33,53,-20,39
Sporting Gijon,38,2,7,29,31,80,-49,13
