Real Madrid,42,27,11,4,85,36,+49,92
Barcelona,42,28,6,8,102,48,+54,90
Real Betis,42,21,14,7,81,46,+35,77
Deportivo,42,21,14,7,57,30,+27,77
Atl. Madrid,42,20,11,11,76,64,+12,71
Ath. Bilbao,42,16,16,10,72,57,+15,64
Valladolid,42,18,10,14,57,46,+11,64
Real Sociedad,42,18,9,15,50,47,+3,63
Tenerife,42,15,11,16,69,57,+12,56
Valencia,42,15,11,16,63,59,+4,56
Compostela,42,13,14,15,52,65,-13,53
Espanyol,42,14,9,19,51,57,-6,51
R. Santander,42,11,17,14,52,54,-2,50
Zaragoza,42,12,14,16,58,66,-8,50
Sporting Gijon,42,13,11,18,45,63,-18,50
Celta Vigo,42,12,13,17,51,54,-3,49
Real Oviedo,42,12,12,18,49,65,-16,48
Vallecano,42,13,6,23,43,62,-19,45
CF Extremadura,42,11,11,20,35,64,-29,44
Sevilla,42,12,7,23,50,69,-19,43
