Barcelona,38,32,4,2,115,40,+75,100
Real Madrid,38,26,7,5,103,42,+61,85
Atl. Madrid,38,23,7,8,65,31,+34,76
Real Sociedad,38,18,12,8,70,49,+21,66
Valencia,38,19,8,11,67,54,+13,65
Malaga,38,16,9,13,53,50,+3,57
Real Betis,38,16,8,14,57,56,+1,56
Vallecano,38,16,5,17,50,66,-16,53
Sevilla,38,14,8,16,58,54,+4,50
Getafe,38,13,8,17,43,57,-14,47
Levante,38,12,10,16,40,57,-17,46
Ath. Bilbao,38,12,9,17,44,65,-21,45
Espanyol,38,11,11,16,43,52,-9,44
Valladolid,38,11,10,17,49,58,-9,43
Granada,38,11,9,18,37,54,-17,42
Osasuna,38,10,9,19,33,50,-17,39
Celta Vigo,38,10,7,21,37,52,-15,37
Mallorca,38,9,9,20,43,72,-29,36
Deportivo,38,8,11,19,47,70,-23,35
Zaragoza,38,9,7,22,37,62,-25,34
