Bayern München,34,27,3,4,92,28,+64,84
Schalke 04,34,18,9,7,53,37,+16,63
Hoffenheim,34,15,10,9,66,48,+18,55
B. Dortmund,34,15,10,9,64,47,+17,55
B. Leverkusen,34,15,10,9,58,44,+14,55
RB Leipzig,34,15,8,11,57,53,+4,53
Stuttgart,34,15,6,13,36,36,0,51
E. Frankfurt,34,14,7,13,45,45,0,49
M'gladbach,34,13,8,13,47,52,-5,47
Hertha Berlin,34,10,13,11,43,46,-3,43
Werder Bremen,34,10,12,12,37,40,-3,42
Augsburg,34,10,11,13,43,46,-3,41
Hannover 96,34,10,9,15,44,54,-10,39
Mainz 05,34,9,9,16,38,52,-14,36
Freiburg,34,8,12,14,32,56,-24,36
Wolfsburg,34,6,15,13,36,48,-12,33
Hamburg,34,8,7,19,29,53,-24,31
Köln,34,5,7,22,35,70,-35,22
