Stuttgart,34,21,7,6,61,37,+24,70
Schalke 04,34,21,5,8,53,32,+21,68
Werder Bremen,34,20,6,8,76,40,+36,66
Bayern München,34,18,6,10,55,40,+15,60
B. Leverkusen,34,15,6,13,54,49,+5,51
Nürnberg,34,11,15,8,43,32,+11,48
Hamburg,34,10,15,9,43,37,+6,45
Bochum,34,13,6,15,49,50,-1,45
B. Dortmund,34,12,8,14,41,43,-2,44
Hertha Berlin,34,12,8,14,50,55,-5,44
Hannover 96,34,12,8,14,41,50,-9,44
A. Bielefeld,34,11,9,14,47,49,-2,42
Cottbus,34,11,8,15,38,49,-11,41
E. Frankfurt,34,9,13,12,46,58,-12,40
Wolfsburg,34,8,13,13,37,45,-8,37
Mainz 05,34,8,10,16,34,57,-23,34
Alemannia,34,9,7,18,46,70,-24,34
M'gladbach,34,6,8,20,23,44,-21,26
